,caption,count,funny,precision,rank,score,somewhat_funny,target_id,unfunny,contest
437,"Until that last comment, I was warming up to you.",138,16,0.05914914151835688,438,1.4492753623188406,30,5110,92,655
438,You've changed.,147,16,0.056440294115714836,439,1.4489795918367347,34,1767,97,655
439,"Let me guess, Green party?",147,17,0.05725988787959637,440,1.4489795918367347,32,3651,98,655
440,Did Atlas call in sick again?,127,13,0.05990103638832389,441,1.4488188976377954,31,4945,83,655
441,Do you really think you can intimidate The Flat Earth Society so easily?,136,13,0.05699429790419571,442,1.4485294117647058,35,3736,88,655
442,Fake world,145,20,0.06027637058449148,443,1.4482758620689655,25,40,100,655
443,Stop turning and pay attention!,145,15,0.056163276683023185,444,1.4482758620689655,35,2000,95,655
444,I stand corrected. I guess it IS a small world after all.,145,11,0.05264192136806661,445,1.4482758620689655,43,2325,91,655
445,Is it getting hotter in here or is it just you?!,145,16,0.05700964031097585,446,1.4482758620689655,33,2727,96,655
446,The 2020 Presidential Debate: Donald Trump vs. the size of his ego.,154,21,0.05829991606548265,447,1.448051948051948,27,1026,106,655
447,I object to your characterization of humanity as a transient pestilence!,154,17,0.05531139540770839,448,1.448051948051948,35,3310,102,655
448,While Atlas is on his bathroom break...,125,12,0.0595206659692191,449,1.448,32,4141,81,655
449,"Before you begin, I just want to say, we are glad you are here, and we are sorry for not listening.",143,11,0.053147112338474384,450,1.4475524475524475,42,3026,90,655
450,"Come on, you ALL can't be running as Democratic candidates for President.",132,17,0.06207380146665064,451,1.446969696969697,25,1526,90,655
451,"Ladies and gentlemen, she's mad as hell and she's not going to take it anymore... please welcome...",132,18,0.06299854958270937,452,1.446969696969697,23,3858,91,655
452,Enough with your world views.,141,17,0.05905841038645757,453,1.446808510638298,29,1248,95,655
453,Can you explain your change in position?,141,13,0.0555214134096059,454,1.446808510638298,37,4668,91,655
454,"Now, there’s no need to get heated.",141,16,0.05819431857820419,455,1.446808510638298,31,4964,94,655
455,I've seen no proof my opponent was born in our solar system.  I stand with the earthers!,150,19,0.057956758289858225,456,1.4466666666666668,29,307,102,655
456,"Yes, yes....the Western Hemisphere....it's always the Western Hemisphere with you.",150,14,0.0539588596840609,457,1.4466666666666668,39,1534,97,655
457,And you have a clearly inflated world view!,159,23,0.058268817172687795,458,1.4465408805031446,25,1799,111,655
458,"And are you aware, Planet Earth, that 53% of American can identify you only if you are showing these two continents?",121,11,0.05978659618239863,459,1.4462809917355373,32,1511,78,655
459,I served with Uranus. I knew Uranus. Uranus was a friend of mine. You're no Uranus.,130,14,0.05987617760170263,460,1.4461538461538461,30,5137,86,655
460,"No, it's not warm in here...it's just you.",139,15,0.05791773264393279,461,1.4460431654676258,32,2324,92,655
461,My opponent seems to think that the universe revolves around him,139,16,0.05881095279936714,462,1.4460431654676258,30,4038,93,655
462,Stop. We're sorry!,139,19,0.06141271377194894,463,1.4460431654676258,24,5155,96,655
463,You keep going around in circles.,148,13,0.05362719858430027,464,1.445945945945946,40,883,95,655
464,"Excuse me, you've had your 5 trillion minutes.",148,15,0.055314860161754416,465,1.445945945945946,36,3099,97,655
465,Stop! Do you remember what happened to Pluto?,137,13,0.05667139923565003,466,1.4452554744525548,35,1485,89,655
466,Introducing our first challenger in today’s flat earth debate.,137,14,0.057610673475339706,467,1.4452554744525548,33,3482,90,655
467,"Is it getting warmer in here, or is it you?",137,11,0.054744525547445244,468,1.4452554744525548,39,5190,87,655
468,"And I'm speaking tonight on behalf of the sun, who couldn't make it.",146,11,0.052370200267259796,469,1.4452054794520548,43,2857,92,655
469,"Even from this far out, New Jersey still sucks.",155,22,0.05871257767319966,470,1.4451612903225806,25,1399,108,655
470,I demand to see your birth certificate!,155,20,0.057267725779087425,471,1.4451612903225806,29,3100,106,655
471,My opponent has Russia in his back pocket.,144,15,0.05642291068539017,472,1.4444444444444444,34,896,95,655
472,The earth would now like to speak for itself.,135,14,0.05822761485539883,473,1.4444444444444444,32,2648,89,655
473,My opponent's term has been one disaster after another.,135,12,0.056296878179181276,474,1.4444444444444444,36,2798,87,655
474,I always knew it was me against the world.,126,11,0.05807007868774338,475,1.4444444444444444,34,4129,81,655
475,My opponent claims to be a climate change expert yet holds no degrees.,144,19,0.05976658965268058,476,1.4444444444444444,26,4765,99,655
476,Today I feel like the whole world is against me.,153,14,0.053182909069266864,477,1.4444444444444444,40,4987,99,655
477,Why is the whole world always against me?,135,17,0.06100926233195492,478,1.4444444444444444,26,5219,92,655
478,There is a world of difference between me and my opponent.,160,13,0.05073893828698591,479,1.44375,45,5061,102,655
479,I feel as though the whole world is against me.,151,13,0.052853048464172804,480,1.4437086092715232,41,4744,97,655
480,And I suppose this is when you regale all of us with your “world view”,142,15,0.05699904392727047,481,1.443661971830986,33,4002,94,655
481,There you go again.  All you think about is your survival.,133,16,0.06076666509306708,482,1.443609022556391,27,2567,90,655
482,Let's see if my opponent can spin his way out of this one.,124,12,0.05983456885497005,483,1.4435483870967742,31,3924,81,655
483,"If you're there, where am I?",124,13,0.06092048894765744,484,1.4435483870967742,29,4696,82,655
484,"..and now, for the council's consideration, we have Planet Earth seeking an eviction notice for 7,542,661,844 tenants on the grounds of ..",149,21,0.059764449610876465,485,1.4429530201342282,24,2100,104,655
485,"My opponent is an unabashed globalist!""",140,16,0.058476221721544146,486,1.4428571428571428,30,480,94,655
486,"Is it hot in here, or is it just you?",140,12,0.05484859902633758,487,1.4428571428571428,38,1211,90,655
487,You're putting your spin on everything.,140,15,0.057590742171883695,488,1.4428571428571428,32,2399,93,655
488,Can you not stop spinning for even a minute?,140,18,0.060208125304354126,489,1.4428571428571428,26,4582,96,655
489,Enough of your spinning!,131,11,0.05647743935431329,490,1.4427480916030535,36,1623,84,655
490,And now a word on global warming from an interested party.,131,15,0.060493474064607484,491,1.4427480916030535,28,2566,88,655
491,A thought just occurred.  Shouldn't you be orbiting the Sun right now?,156,17,0.054749889708644486,492,1.4423076923076923,35,1924,104,655
492,And my opponent still refuses to produce his birth certificate.,147,16,0.05639534862252972,493,1.4421768707482994,33,1315,98,655
493,"Excuse me, your time is up!",138,17,0.05998881727132393,494,1.4420289855072463,27,947,94,655
494,Delivering tonight's rebuttal to the presidential address...,138,16,0.059100521781244,495,1.4420289855072463,29,1165,93,655
495,"Excuse me, but you don't speak for everyone.",129,13,0.05917203349136446,496,1.441860465116279,31,2467,85,655
496,"Seriously? When they said I’d be debating ‘Big Blue’, I thought they meant somebody from IBM!",154,12,0.05128599422073886,497,1.4415584415584415,44,704,98,655
497,Let me begin by saying that I think the world of my opponent.,145,14,0.05525616249067547,498,1.4413793103448276,36,2635,95,655
498,Our speaker this evening needs no introduction.,145,15,0.05611620918958227,499,1.4413793103448276,34,4691,96,655
499,"Frankly, I'm surprised by your lack of gravitas.",136,12,0.05597687224949099,500,1.4411764705882353,36,2844,88,655
500,"My opponent will promise you the world, and, yes, technically, he can deliver on that promise.",136,12,0.05597687224949099,501,1.4411764705882353,36,3219,88,655
501,I'm not the one getting heated...,143,19,0.06005872042248595,502,1.4405594405594406,25,3177,99,655
502,I'd like to hear what the rest of the world thinks.,134,9,0.05350596130077556,503,1.4402985074626866,41,3228,84,655
503,"It's always ""climate change"" this, or ""global warming"" that. Do you care about anything other than yourself, ma'am?",125,17,0.06465790872963897,504,1.44,21,787,87,655
504,4.5 Billion years and THIS is what you’ve accomplished? I say it’s time for new leadership!,150,19,0.05791299499088542,505,1.44,28,1636,103,655
505,"Blah blah Carbon, blah blah conservation...clearly my opponent is not interested in fixing our district’s pot-holes or making our busses run on time.",150,14,0.05391185116233203,506,1.44,38,2942,98,655
506,Hey - cool down!,150,17,0.05634664206133644,507,1.44,32,4942,101,655
507,Don't believe her - it's just spin!,141,14,0.05637549095457093,508,1.4397163120567376,34,1703,93,655
508,...and now for a more global view...,141,14,0.05637549095457093,509,1.4397163120567376,34,2272,93,655
509,"Why?  Why is it always me, against the World?",141,16,0.05814490713343986,510,1.4397163120567376,30,3960,95,655
510,"Now, I may not be as worldly as my distinguished opponent...",148,12,0.052713073121341325,511,1.4391891891891893,41,1890,95,655
511,"So explain to me again, if you’re here what am I standing on?",148,15,0.055267115611071845,512,1.4391891891891893,35,2246,98,655
512,"And now, a rebuttal from the Western Hemisphere",148,14,0.05442908601667262,513,1.4391891891891893,37,3080,97,655
513,"Mister speaker, I don't think you understand the gravity of your situation!",155,14,0.05264982687951972,514,1.4387096774193548,40,1051,101,655
514,My opponent seems to believe that the whole world revolves around him. But that hasn't been true since the sixteenth century!,130,17,0.06273801063941851,515,1.4384615384615385,23,857,90,655
515,Our next speaker needs no warm up.,162,18,0.05393876372984354,516,1.4382716049382716,35,5102,109,655
516,You're on thin ice.,121,14,0.06308479795688085,517,1.43801652892562,25,3351,82,655
517,"You see, my opponent IS a globalist!",137,13,0.05661606956735893,518,1.437956204379562,34,24,90,655
518,"Now, for a global view.",144,14,0.05550393386451697,519,1.4375,35,4894,95,655
519,You look much smaller in person.,167,15,0.050639735520872226,520,1.437125748502994,43,1021,109,655
520,Sorry but I don’t share your worldview.,151,15,0.054449814016144286,521,1.4370860927152318,36,482,100,655
521,"I knew Mother Earth, and you Sir, are no Mother Earth.",151,20,0.0583633733615995,522,1.4370860927152318,26,3669,105,655
522,"Once again, my opponent uses circular logic.",135,13,0.05721315590068249,523,1.4370370370370371,33,1108,89,655
523,I have to say I didn't think I would be addressing the entire world tonight.,135,14,0.05817132908597966,524,1.4370370370370371,31,3462,90,655
524,"In all fairness, we will hear from the dark side in about 12 hours.",135,12,0.05623866008896599,525,1.4370370370370371,35,3831,88,655
525,All the stage’s a world.,119,12,0.061596589106175416,526,1.4369747899159664,28,442,79,655
526,On every issue my opponent just goes round and round.,119,11,0.060429379743778246,527,1.4369747899159664,30,2156,78,655
527,The earth comes to us tonight by way of a generous contribution from The John D. and Catherine T. MacArthur Foundation...and viewers like you.,158,13,0.05113683365414492,528,1.4367088607594938,43,2969,102,655
528,"I'm sorry, but your time is up.",142,18,0.059519593689835726,529,1.4366197183098592,26,1551,98,655
529,"And now, we introduce the Democratic candidates for the 2020 election.",142,16,0.057816968022104384,530,1.4366197183098592,30,2659,96,655
530,You ever get that feeling that the whole World is against you?,165,17,0.052499188105438,531,1.4363636363636363,38,959,110,655
531,Your response is all spin and 71% watered down,149,15,0.05497402025711183,532,1.436241610738255,35,4547,99,655
532,Don't misunderstand the gravity of my opponent's position,149,17,0.05659975570939995,533,1.436241610738255,31,5211,101,655
533,Stop right there....you’re just going round and round and round. What’s your point?,133,15,0.05976465526533703,534,1.4360902255639099,28,612,90,655
534,"As you can plainly see, it’s flat.",133,17,0.06164135261405341,535,1.4360902255639099,24,3878,92,655
535,Stop spinning!,133,10,0.05479240993258875,536,1.4360902255639099,38,5050,85,655
536,It's quite obvious that you are living in your own little world.,140,13,0.05572166393815257,537,1.4357142857142857,35,4144,92,655
537,My able opponent has a different world view than I do.,163,18,0.053674218636754,538,1.4355828220858895,35,652,110,655
538,You think you're the center of the universe!,147,15,0.055511638426801214,539,1.435374149659864,34,2911,98,655
539,And who are you to tell us that global warming is real!?,154,15,0.05366250331841755,540,1.4350649350649352,37,2937,102,655
540,"Hey, you need to cool down.",154,16,0.05444765100739231,541,1.4350649350649352,35,3688,103,655
541,"I have a planet, too...and it's bigger than you. So big. Really big.",138,17,0.05993448390587176,542,1.434782608695652,26,1425,95,655
542,I'm not interested in your world view!,138,11,0.05438219583909082,543,1.434782608695652,38,2010,89,655
543,Wow...it IS a small world!,145,18,0.05856995776366563,544,1.4344827586206896,27,4325,100,655
544,I think it’s really insensitive of you to refer to Pluto as a “dwarf.”  It prefers the term “little planet”.,152,14,0.053356372253498784,545,1.4342105263157894,38,1216,100,655
545,"Yes, you finally have our attention.",136,9,0.052913179476835576,546,1.4338235294117647,41,606,86,655
546,"Yeah, well - that's just Earth's opinion, and as you can see she is only offering one side of the story.",120,12,0.061189576991507524,547,1.4333333333333333,28,265,80,655
547,Just hold on a minute. You don't speak for everyone.,120,13,0.06232351365904036,548,1.4333333333333333,26,296,81,655
548,"Just because you're worldly, doesn't mean the sun rises and sets on you.",157,15,0.05290351670625328,549,1.4331210191082802,38,1999,104,655
549,Stop! You don’t have the latitude to discuss this topic.,157,16,0.053669743778193384,550,1.4331210191082802,36,2026,105,655
550,Our next guest needs no introduction...,141,11,0.053551634542835666,551,1.4326241134751774,39,1397,91,655
551,"My opponent engages in nightly dalliances with a celestial body!""",125,13,0.060466999797543546,552,1.432,28,689,84,655
552,"Once again, it's me versus the world.",132,12,0.05710372385870577,553,1.4318181818181819,33,2475,87,655
553,And now what am I bid for Lake Erie?,139,13,0.05597484401561316,554,1.4316546762589928,34,4421,92,655
554,"I am not for political purposes going to exploit my opponent's advanced age and vast experience.""",146,18,0.05824348599214572,555,1.4315068493150684,27,294,101,655
555,Who wants a candidate you can walk all over?,146,17,0.057426738974346386,556,1.4315068493150684,29,542,100,655
556,"Stop right there. I've got a Masters in Oceanography, a Doctorate in Environmental Management and Social Sustainability and I belong to 8 political action groups. What the hell could you possible have to tell me that I don't already know?",160,18,0.05438469063506475,557,1.43125,33,686,109,655
557,I don't care how you spin it....,160,13,0.050642006422192735,558,1.43125,43,3403,104,655
558,"My opponent, here, is notorious for putting a spin on the position.",123,14,0.06225717944551251,559,1.4308943089430894,25,3154,84,655
559,Why do you think it's always about you?,130,13,0.05874706659948485,560,1.4307692307692308,30,825,87,655
560,I believe in America First unlike my opponent who is a global elitist.,130,9,0.054536001838573156,561,1.4307692307692308,38,4572,83,655
561,I knew Jupiter. Jupiter was a friend of mine.,137,13,0.05655375898582528,562,1.4306569343065694,33,1320,91,655
562,"My opponent claims he's ""too big to fail"", but...",137,14,0.05749495510375313,563,1.4306569343065694,31,2204,92,655
563,"And I represent all of you who feel like, ""it's me against the world!""",144,13,0.054563302858429356,564,1.4305555555555556,36,663,95,655
564,There's no need to get overheated...,144,15,0.056315221859377235,565,1.4305555555555556,32,1655,97,655
565,Our next guest here is an expert on Global Warming.,128,13,0.059405264510189584,566,1.4296875,29,3868,86,655
566,There she goes again - blaming the rest of us for her made up problems.,135,9,0.05313888760058297,567,1.4296296296296296,40,664,86,655
567,I may not be as worldly as my opponent ...,149,15,0.05491863080198219,568,1.429530201342282,34,3253,100,655
568,"It's obvious that my opponent does not believe, and has never believed, in 'America First.'",156,18,0.05540450505221588,569,1.4294871794871795,31,1196,107,655
569,"I believe you're trying to change the tropic, sir.",156,19,0.05614598975901848,570,1.4294871794871795,29,1262,108,655
570,You clearly don't understand the gravity of the situation.,163,15,0.05146444741152521,571,1.4294478527607362,40,1126,108,655
571,It's always been me against the world.,161,17,0.05338996180271602,572,1.4285714285714286,35,232,109,655
572,Everyone should know there is another side of you that is VERY different.,147,12,0.05287380072840037,573,1.4285714285714286,39,1090,96,655
573,"Okay, I'm willing to concede that it's round.",175,17,0.05023986564869356,574,1.4285714285714286,41,1621,117,655
574,"Mind you, I think the world of my opponent....",140,16,0.058363126956719864,575,1.4285714285714286,28,1768,96,655
575,"... and unlike my opponent, I am not a globalist!",133,14,0.058738266073418616,576,1.4285714285714286,29,2495,90,655
576,"As for my opponent, can you trust what doesn't stop spinning?",126,10,0.05682451005781445,577,1.4285714285714286,34,2873,82,655
577,"I want you to know that I will not make age an issue in this campaign.""",154,15,0.05360855177540852,578,1.4285714285714286,36,3943,103,655
578,Tonight’s celebrated speaker is now the hottest he’s ever been.,126,12,0.05901688908506539,579,1.4285714285714286,30,3963,84,655
579,"Don't believe my opponent's whines about feeling too hot. Only 11,000 years ago he was complaining about the cold.",140,17,0.059237061972088126,580,1.4285714285714286,26,4138,97,655
580,You simply don't understand the gravity of the situation!,152,16,0.054910470625043145,581,1.4276315789473684,33,22,103,655
581,"Cool down, lady.",152,14,0.05329993464144561,582,1.4276315789473684,37,2809,101,655
582,My opponent continuously changes her position!,152,12,0.051639193267333496,583,1.4276315789473684,41,5130,99,655
583,"Atlas shrugged, but Dave pontificated.",145,15,0.056004265356688884,584,1.4275862068965517,32,254,98,655
584,That's clearly just spin.,145,9,0.050613882428285045,585,1.4275862068965517,44,4281,92,655
585,And now for a world view.,145,13,0.054266996018909774,586,1.4275862068965517,36,4485,96,655
586,Point well taken Mother.,117,14,0.06459677843133924,587,1.4273504273504274,22,113,81,655
587,Sometimes it feels like the whole world is against me.,157,18,0.055118405985929715,588,1.4267515923566878,31,1329,108,655
588,"I knew Pangea.  You, Sir, are no Pangea.",143,16,0.057432431953364615,589,1.4265734265734267,29,4667,98,655
589,"You make a strong argument, but the Flat Earth Society remains unconvinced.",136,10,0.053862118147822456,590,1.4264705882352942,38,5146,88,655
590,I'd like to motion to limit the scope of this debate.,136,13,0.056814832191874866,591,1.4264705882352942,32,5234,91,655
591,Allow me to address the elephant in the room.,129,12,0.05800209853867125,592,1.426356589147287,31,259,86,655
592,"And finally, our guest speaker to tell us how it all ends.",129,14,0.0600540714432022,593,1.426356589147287,27,795,88,655
593,"Sure, my opponent has more than 4.5 billion years of experience, but does anyone really believe she stands a chance against the incumbent in 2020?",129,14,0.0600540714432022,594,1.426356589147287,27,1135,88,655
594,"Now, see, my opponent is getting a little heated.",129,13,0.05903700082065044,595,1.426356589147287,29,2080,87,655
595,We should have opening remarks from Australia in but a few hours.,129,12,0.05800209853867125,596,1.426356589147287,31,3683,86,655
596,"Clear enough, but there is a dark side we have to take into account.",122,11,0.05925751222673933,597,1.4262295081967213,30,1929,81,655
597,I don't CARE what the whole world is saying!,162,15,0.0516617171917498,598,1.4259259259259258,39,4050,108,655
598,"As you can see, the entire world has taken a different position than the U.S. on global warming",148,14,0.0543148470702512,599,1.4256756756756757,35,218,99,655
599,"And, yes, I say that 7 trillion people can be wrong!",148,17,0.056796906626474644,600,1.4256756756756757,29,566,102,655
600,"Is that the Yucatán Peninsula, or are you just happy to see me?",141,15,0.057147707224812064,601,1.425531914893617,30,3206,96,655
601,Sometimes it feels like it's just me against the world.,134,13,0.05741686907724766,602,1.4253731343283582,31,4183,90,655
602,Is it hot in here? Or is it just me?,134,12,0.05643116163964509,603,1.4253731343283582,33,4692,89,655
603,Who you gonna believe; me or the World?,127,11,0.057572096640927585,604,1.4251968503937007,32,1550,84,655
604,Who are you to tell me about global warming?,167,17,0.05194936407711765,605,1.4251497005988023,37,1447,113,655
605,I humbly submit that what the planet is saying is just one opinion.,160,16,0.05286597507617462,606,1.425,36,2785,108,655
606,"Once my opponent turns on you, you’re gonna see a whole different side.",160,12,0.049803071310409,607,1.425,44,2793,104,655
607,Enough already with the global perspective!,160,17,0.0536043624433308,608,1.425,34,3340,109,655
608,"Excuse me, but I believe your 4.5 billion years is up",146,16,0.056538152821391324,609,1.4246575342465753,30,3255,100,655
609,Go ahead!  Try to deny you're a globalist!,146,15,0.05569640395183013,610,1.4246575342465753,32,4134,99,655
610,My opponent would have you believe he represents the global perspective.,139,10,0.05303667487586228,611,1.4244604316546763,39,310,90,655
611,What’s the world view on this.,172,17,0.050838689466557244,612,1.4244186046511629,39,3818,116,655
612,"Relax, you don’t need to get so heated.",158,12,0.05023070519165849,613,1.4240506329113924,43,5068,103,655
613,"and furthermore, my opponent is unabashedly a staunch globalist!",151,14,0.053518238596682276,614,1.423841059602649,36,1860,101,655
614,"You've made several billion good points, but now it's my turn.",151,13,0.052686826073894986,615,1.423841059602649,38,3378,100,655
615,I don't care what the rest of the world thinks!,144,15,0.056252308172543834,616,1.4236111111111112,31,914,98,655
616,It gives me great pleasure to introduce the definitive expert on climate change.,144,14,0.055382281260469436,617,1.4236111111111112,33,2328,97,655
617,"As usual, you're playing the science, evidence, and human race cards.",137,12,0.055526122238843824,618,1.4233576642335766,34,502,91,655
618,"Don't believe my opponent. She has changed the climate of this debate, and given it her own spin.",137,16,0.05926650891275887,619,1.4233576642335766,26,2356,95,655
619,"And I'm just getting warmed up.""",137,14,0.05742677654887637,620,1.4233576642335766,30,2988,93,655
620,Can we at least agree it’s a global issue?,137,10,0.053558060429514026,621,1.4233576642335766,38,3005,89,655
621,It’s obvious my opponent has an inflated world-view.,137,11,0.05455096739680472,622,1.4233576642335766,36,3087,90,655
622,Don't trust him. He's got a dark side.,163,19,0.05427683500312033,623,1.4233128834355828,31,4958,113,655
623,"Please, one continent at a time.",156,13,0.05147811980571268,624,1.4230769230769231,40,183,103,655
624,Oh great. Now I've got the weight of the world against me.,156,16,0.05383433640853842,625,1.4230769230769231,34,1469,106,655
625,Your argument has as many holes as your ozone layer.,149,6,0.046830630271096935,626,1.4228187919463087,51,2496,92,655
626,"While my opponent is heating up, I have remained cool and calm.",149,14,0.05402467680723152,627,1.4228187919463087,35,4048,100,655
627,"As you can see, my opponent is a huge globalist.",142,11,0.053190996943334054,628,1.4225352112676057,38,285,93,655
628,Our next speaker will help illustrate the gravity of the situation.,142,15,0.05682290593848539,629,1.4225352112676057,30,2537,97,655
629,"Though the world is against me, I stand by my convictions!",142,12,0.05412182809821578,630,1.4225352112676057,36,4880,94,655
630,My opponent is a spin artist,142,7,0.049292207014472254,631,1.4225352112676057,46,5116,89,655
631,And our next speaker needs no introduction...,161,18,0.054058680700401304,632,1.4223602484472049,32,2051,111,655
632,. . .now if we zoom in you can see my house. . .,161,15,0.051859634634362356,633,1.4223602484472049,38,3486,108,655
633,Are you really going to play the climate change card?,135,11,0.05510597525954264,634,1.4222222222222223,35,1119,89,655
634,"I understand the whole world is against me, but...",135,13,0.057077010681468,635,1.4222222222222223,31,1772,91,655
635,It’s not such a small world after all.,135,15,0.0589822158566419,636,1.4222222222222223,27,4733,93,655
636,What proof do we have that your policies will be good for the planet?,147,13,0.05368289778752647,637,1.4217687074829932,36,78,98,655
637,"Sir, I served with Mars. I knew Mars. Mars was a friend of mine. Sir, you're no Mars!",147,16,0.05622648304146964,638,1.4217687074829932,30,2361,101,655
638,"Yes, I agree it's a little warm in here, but it isn't always about YOU!",140,14,0.056506606897863514,639,1.4214285714285715,31,892,95,655
639,I will stop my emissions when she agrees to stop her eruptions!,140,10,0.05274369091592325,640,1.4214285714285715,39,2916,91,655
640,My opponent continues to deny the gravity of the situation.,152,16,0.05485040636316563,641,1.4210526315789473,32,4826,104,655
641,It appears you don't understand the gravity of your situation,145,13,0.05420000346139004,642,1.4206896551724137,35,1477,97,655
642,"I know Pluto. I served with Pluto. I was friends with Pluto. You, sir, are no Pluto.",145,17,0.05762622786255231,643,1.4206896551724137,27,1572,101,655
643,It seems my esteemed opponent is going around in circles.,145,12,0.05330905115082865,644,1.4206896551724137,37,2782,96,655
644,I think we all need to be concerned about my opponent’s health and longevity.,126,14,0.06105233207009192,645,1.4206349206349207,25,4081,87,655
645,"My opponent may have produced diamonds and sunsets, but how many barbecues in Iowa has he attended?",157,18,0.05506175807169705,646,1.4203821656050954,30,4165,109,655
646,"If you truly are older than 4000 years, why do you not produce your birth certificate?",138,14,0.05709160544735719,647,1.4202898550724639,30,1587,94,655
647,You know you don’t stand a chance of making it through the next four years.,150,17,0.0561796415552791,648,1.42,29,919,104,655
648,"Hang on, ladies and gentlemen, I feel the world closing in on me.",150,13,0.052898112355997555,649,1.42,37,2706,100,655
649,"I know Jupiter. Jupiter is a friend of mine. You, Sir, are no Jupiter.”",112,10,0.061667092145836655,650,1.4196428571428572,27,174,75,655
650,"Hold on, just cool down!",143,13,0.0547305096122606,651,1.4195804195804196,34,934,96,655
651,And up there on the left is where Hawaii used to be.,155,15,0.05327244024804971,652,1.4193548387096775,35,1895,105,655
652,I was right all along! The whole world really is against me!,136,12,0.05577259603319027,653,1.4191176470588236,33,3659,91,655
653,Welcome our next guest on her farewell world tour.,148,15,0.05508981911409135,654,1.4189189189189189,32,4998,101,655
654,My opponent is obviously a Globalist....,160,18,0.05427616532734705,655,1.41875,31,2089,111,655
655,Can somebody from tech get up here to raise the microphone please?,141,11,0.05341055867516596,656,1.4184397163120568,37,457,93,655
656,My esteemed opponent keeps going in circles.,141,10,0.05245350946695204,657,1.4184397163120568,39,1575,92,655
657,"And so my opponent wants you to 
believe, in six days with one day of rest....",141,17,0.058826783981071544,658,1.4184397163120568,25,2500,99,655
658,Hot or cold. Day or night. My opponent can't seem to make up her mind.,153,10,0.04960662168271359,659,1.4183006535947713,44,268,99,655
659,I'm glad you finally came around!,153,14,0.0529604962476173,660,1.4183006535947713,36,951,103,655
660,I disagree! Seven billion people can be wrong.,134,14,0.05831058463439319,661,1.4179104477611941,28,819,92,655
661,"Mother Earth, please do not interrupt when men are speaking.",139,17,0.05945156552232163,662,1.4172661870503598,24,1078,98,655
662,It's me against the world! But I will prevail in this election!,139,16,0.05856811614265555,663,1.4172661870503598,26,3631,97,655
663,"My opponent is wet, dry, hot, cold...what are we to believe",139,15,0.05767113501522471,664,1.4172661870503598,28,3967,96,655
664,"Sit down dear, men are talking.",151,15,0.05427232118820632,665,1.4172185430463575,33,1331,103,655
665,"You may THINK globally, but do you act locally?",151,7,0.04731895054997958,666,1.4172185430463575,49,3171,95,655
666,My opponent seems to think he revolves around himself.,144,15,0.05618332187193684,667,1.4166666666666667,30,171,99,655
667,That's your 4 billion opinions.,168,14,0.04953207526817938,668,1.4166666666666667,42,1820,112,655
668,My opponent denies it but he is obviously a blatant globalist.,156,16,0.053772745266013854,669,1.4166666666666667,33,3222,107,655
669,You don’t have a leg to stand on.,161,14,0.05104422498769798,670,1.4161490683229814,39,1159,108,655
670,My worthy opponent actually embodies everything that’s wrong with the world.,149,17,0.05642203112215597,671,1.4161073825503356,28,3617,104,655
671,"First of all,my opponent thinks the world of himself.",149,18,0.05722010413759085,672,1.4161073825503356,26,5045,105,655
672,Let’s not forget that what you’ve heard from my opponent on climate change is nothing more than one planet’s opinion.,137,15,0.05827999789296098,673,1.416058394160584,27,1473,95,655
673,My opponent can’t hide the fact that he’s a globalist.,137,12,0.05544845835130325,674,1.416058394160584,33,1634,92,655
674,"Given how we're treating the world, it seemed only fair to give it a chance to talk back.",137,12,0.05544845835130325,675,1.416058394160584,33,3176,92,655
675,You do not revolve around you.,154,18,0.0558148340950583,676,1.4155844155844155,28,4887,108,655
676,I'm not as worldly as my opponent....,142,12,0.05404704047221924,677,1.4154929577464788,35,1143,95,655
677,"Before we get started, are you okay with the temperature in here?",135,17,0.06075368277497684,678,1.4148148148148147,22,3173,96,655
678,I will deal in specifics.  My opponent offers only global generalities.,152,14,0.05317070943551488,679,1.4144736842105263,35,3084,103,655
679,The audience is tiring of your so-called world view.,140,15,0.0573352362881439,680,1.4142857142857144,28,123,97,655
680,...and that's where our ancestors lived before that planet became uninhabitable...,140,14,0.056431856227652885,681,1.4142857142857144,30,1778,96,655
681,"If you can’t stand the heat, get out of the solar system!”",140,14,0.056431856227652885,682,1.4142857142857144,30,3281,96,655
682,You don’t have a point.,140,12,0.05458025789111728,683,1.4142857142857144,34,3432,94,655
683,We still haven't seen a birth certificate!,140,14,0.056431856227652885,684,1.4142857142857144,30,3557,96,655
684,"Unlike my opponent, I'm not a master of spin.",157,11,0.049532013699478857,685,1.414012738853503,43,3569,103,655
685,"Come on. Everyone knows you were born in a galaxy far, far, away.",145,14,0.0550045338574961,686,1.4137931034482758,32,1755,99,655
686,My opponent has a history.,145,12,0.05323464908923869,687,1.4137931034482758,36,4158,97,655
687,"And now, for a global point of view...",133,13,0.057604471893641956,688,1.413533834586466,29,3090,91,655
688,It doesn’t matter that the whole world is against me.  Literally.,150,13,0.05282757962728048,689,1.4133333333333333,36,983,101,655
689,Sigh... Sometimes I feel like the world is against me.,150,13,0.05282757962728048,690,1.4133333333333333,36,1727,101,655
690,Please stop. Your gravitational pull is influencing my position.,138,10,0.053174145764669396,691,1.4130434782608696,37,204,91,655
691,You and who else?,138,13,0.05607895635791821,692,1.4130434782608696,31,1700,94,655
